source_id,source_text,target_id,target_label,target_type,s_sem,s_gr,s_con,s_final,forced_top1,task,config
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,11-3071.00,"Transportation, Storage, and Distribution Managers",ONET,0.045295,0.0,1.0,0.249875,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1212.00,Information Security Analysts,ONET,0.03689,0.0,1.0,0.243271,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1221.00,Computer and Information Research Scientists,ONET,0.034231,0.0,1.0,0.241181,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1299.02,Geographic Information Systems Technologists and Technicians,ONET,0.033429,0.0,1.0,0.240551,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2021.00,Mathematicians,ONET,0.031379,0.0,1.0,0.238941,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2041.00,Statisticians,ONET,0.031379,0.0,1.0,0.238941,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2011.00,Actuaries,ONET,0.031379,0.0,1.0,0.238941,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2041.01,Biostatisticians,ONET,0.031379,0.0,1.0,0.238941,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1299.09,Data Scientists,ONET,0.030766,0.0,1.0,0.238459,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1243.00,Database Architects,ONET,0.030337,0.0,1.0,0.238122,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2099.01,Bioinformatics Technicians,ONET,0.030317,0.0,1.0,0.238106,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1242.00,Database Administrators,ONET,0.030259,0.0,1.0,0.238061,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1299.01,Blockchain Engineers,ONET,0.030194,0.0,1.0,0.23801,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1251.00,Computer Programmers,ONET,0.030122,0.0,1.0,0.237953,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-2031.00,Operations Research Analysts,ONET,0.030021,0.0,1.0,0.237874,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1241.01,Telecommunications Engineering Specialists,ONET,0.029992,0.0,1.0,0.237851,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1254.00,Web Developers,ONET,0.029978,0.0,1.0,0.23784,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1241.00,Computer Network Architects,ONET,0.02996,0.0,1.0,0.237826,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1211.00,Computer Systems Analysts,ONET,0.029887,0.0,1.0,0.237768,False,T5,v1.4
H.52PPD00.026.1,Melakukan Penginian dan Pengembangan Teknologi Informasi,15-1299.03,Document Management Specialists,ONET,0.029768,0.0,1.0,0.237675,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,11-3071.00,"Transportation, Storage, and Distribution Managers",ONET,0.04951,0.0,1.0,0.253186,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1212.00,Information Security Analysts,ONET,0.040323,0.0,1.0,0.245968,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1221.00,Computer and Information Research Scientists,ONET,0.037417,0.0,1.0,0.243685,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1299.02,Geographic Information Systems Technologists and Technicians,ONET,0.03654,0.0,1.0,0.242996,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-2021.00,Mathematicians,ONET,0.034299,0.0,1.0,0.241235,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-2041.00,Statisticians,ONET,0.034299,0.0,1.0,0.241235,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-2011.00,Actuaries,ONET,0.034299,0.0,1.0,0.241235,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-2041.01,Biostatisticians,ONET,0.034299,0.0,1.0,0.241235,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1299.09,Data Scientists,ONET,0.033629,0.0,1.0,0.240708,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1243.00,Database Architects,ONET,0.03316,0.0,1.0,0.24034,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-2099.01,Bioinformatics Technicians,ONET,0.033139,0.0,1.0,0.240323,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1242.00,Database Administrators,ONET,0.033075,0.0,1.0,0.240273,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1299.01,Blockchain Engineers,ONET,0.033004,0.0,1.0,0.240217,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1251.00,Computer Programmers,ONET,0.032925,0.0,1.0,0.240155,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-2031.00,Operations Research Analysts,ONET,0.032814,0.0,1.0,0.240068,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1241.01,Telecommunications Engineering Specialists,ONET,0.032783,0.0,1.0,0.240044,False,T5,v1.4
H.52PPD00.035.1,Menggunakan Peralatan Teknologi Informasi,15-1254.00,Web Developers,ONET,0.032768,0.0,1.0,0.240032,False,T5,v1.4
